solver, activation, hidden1, hidden1, PCA, class, training_accuracy, testing_accuracy,"Solve, activation, h1, h2"
lbfgs, relu,30,30, off, class1,1,0.884090909,"lbfgs,  relu, 30, 30"
lbfgs, relu,30,30, off, class2,1,0.779545455,"lbfgs,  relu, 30, 30"
lbfgs, relu,30,30, off, class3,1,0.536363636,"lbfgs,  relu, 30, 30"
lbfgs, relu,30,30, off, class4,1,0.479545455,"lbfgs,  relu, 30, 30"
lbfgs, relu,30,40, on, class1,1,0.886363636,"lbfgs,  relu, 30, 40"
lbfgs, relu,30,40, on, class2,1,0.754545455,"lbfgs,  relu, 30, 40"
lbfgs, relu,30,40, on, class3,1,0.577272727,"lbfgs,  relu, 30, 40"
lbfgs, relu,30,40, on, class4,1,0.520454545,"lbfgs,  relu, 30, 40"
lbfgs, relu,30,40, off, class1,1,0.897727273,"lbfgs,  relu, 30, 40"
lbfgs, relu,30,40, off, class2,1,0.820454545,"lbfgs,  relu, 30, 40"
lbfgs, relu,30,40, off, class3,1,0.586363636,"lbfgs,  relu, 30, 40"
lbfgs, relu,30,40, off, class4,1,0.472727273,"lbfgs,  relu, 30, 40"
lbfgs, relu,40,1, on, class1,0.906036446,0.920454545,"lbfgs,  relu, 40, 1"
lbfgs, relu,40,1, on, class2,0.996583144,0.806818182,"lbfgs,  relu, 40, 1"
lbfgs, relu,40,1, on, class3,0.5261959,0.425,"lbfgs,  relu, 40, 1"
lbfgs, relu,40,1, on, class4,0.095671982,0.072727273,"lbfgs,  relu, 40, 1"
lbfgs, relu,40,1, off, class1,0.911161731,0.9,"lbfgs,  relu, 40, 1"
lbfgs, relu,40,1, off, class2,0.994874715,0.768181818,"lbfgs,  relu, 40, 1"
lbfgs, relu,40,1, off, class3,0.664009112,0.513636364,"lbfgs,  relu, 40, 1"
lbfgs, relu,40,1, off, class4,0.424259681,0.204545455,"lbfgs,  relu, 40, 1"
lbfgs, relu,40,15, on, class1,1,0.909090909,"lbfgs,  relu, 40, 15"
lbfgs, relu,40,15, on, class2,1,0.831818182,"lbfgs,  relu, 40, 15"
lbfgs, relu,40,15, on, class3,0.999430524,0.588636364,"lbfgs,  relu, 40, 15"
lbfgs, relu,40,15, on, class4,0.967539863,0.490909091,"lbfgs,  relu, 40, 15"
lbfgs, relu,40,15, off, class1,1,0.911363636,"lbfgs,  relu, 40, 15"
lbfgs, relu,40,15, off, class2,0.999430524,0.820454545,"lbfgs,  relu, 40, 15"
lbfgs, relu,40,15, off, class3,1,0.543181818,"lbfgs,  relu, 40, 15"
lbfgs, relu,40,15, off, class4,0.985193622,0.477272727,"lbfgs,  relu, 40, 15"
lbfgs, relu,40,25, on, class1,1,0.902272727,"lbfgs,  relu, 40, 25"
lbfgs, relu,40,25, on, class2,1,0.797727273,"lbfgs,  relu, 40, 25"
lbfgs, relu,40,25, on, class3,1,0.579545455,"lbfgs,  relu, 40, 25"
lbfgs, relu,40,25, on, class4,1,0.443181818,"lbfgs,  relu, 40, 25"
lbfgs, relu,40,25, off, class1,1,0.902272727,"lbfgs,  relu, 40, 25"
lbfgs, relu,40,25, off, class2,1,0.786363636,"lbfgs,  relu, 40, 25"
lbfgs, relu,40,25, off, class3,1,0.579545455,"lbfgs,  relu, 40, 25"
lbfgs, relu,40,25, off, class4,1,0.506818182,"lbfgs,  relu, 40, 25"
lbfgs, relu,40,30, on, class1,1,0.888636364,"lbfgs,  relu, 40, 30"
lbfgs, relu,40,30, on, class2,1,0.781818182,"lbfgs,  relu, 40, 30"
lbfgs, relu,40,30, on, class3,1,0.588636364,"lbfgs,  relu, 40, 30"
lbfgs, relu,40,30, on, class4,1,0.493181818,"lbfgs,  relu, 40, 30"
lbfgs, relu,40,30, off, class1,1,0.913636364,"lbfgs,  relu, 40, 30"
lbfgs, relu,40,30, off, class2,1,0.8,"lbfgs,  relu, 40, 30"
lbfgs, relu,40,30, off, class3,1,0.563636364,"lbfgs,  relu, 40, 30"
lbfgs, relu,40,30, off, class4,1,0.497727273,"lbfgs,  relu, 40, 30"
lbfgs, relu,40,40, on, class1,1,0.886363636,"lbfgs,  relu, 40, 40"
lbfgs, relu,40,40, on, class2,1,0.790909091,"lbfgs,  relu, 40, 40"
lbfgs, relu,40,40, on, class3,1,0.615909091,"lbfgs,  relu, 40, 40"
lbfgs, relu,40,40, on, class4,1,0.484090909,"lbfgs,  relu, 40, 40"
lbfgs, relu,40,40, off, class1,1,0.9,"lbfgs,  relu, 40, 40"
lbfgs, relu,40,40, off, class2,1,0.779545455,"lbfgs,  relu, 40, 40"
lbfgs, relu,40,40, off, class3,1,0.597727273,"lbfgs,  relu, 40, 40"
lbfgs, relu,40,40, off, class4,1,0.475,"lbfgs,  relu, 40, 40"
sgd, identity,15,1, on, class1,0.907744875,0.909090909,"sgd,  identity, 15, 1"
sgd, identity,15,1, on, class2,0.70501139,0.702272727,"sgd,  identity, 15, 1"
sgd, identity,15,1, on, class3,0.48690205,0.440909091,"sgd,  identity, 15, 1"
sgd, identity,15,1, on, class4,0.228929385,0.179545455,"sgd,  identity, 15, 1"
sgd, identity,15,1, off, class1,0.912870159,0.890909091,"sgd,  identity, 15, 1"
sgd, identity,15,1, off, class2,0.706719818,0.693181818,"sgd,  identity, 15, 1"
sgd, identity,15,1, off, class3,0.47095672,0.490909091,"sgd,  identity, 15, 1"
sgd, identity,15,1, off, class4,0.232915718,0.186363636,"sgd,  identity, 15, 1"
sgd, identity,15,15, on, class1,0.904897494,0.922727273,"sgd,  identity, 15, 15"
sgd, identity,15,15, on, class2,0.718109339,0.704545455,"sgd,  identity, 15, 15"
sgd, identity,15,15, on, class3,0.494305239,0.518181818,"sgd,  identity, 15, 15"
sgd, identity,15,15, on, class4,0.38952164,0.331818182,"sgd,  identity, 15, 15"
sgd, identity,15,15, off, class1,0.908314351,0.909090909,"sgd,  identity, 15, 15"
sgd, identity,15,15, off, class2,0.710136674,0.729545455,"sgd,  identity, 15, 15"
sgd, identity,15,15, off, class3,0.498861048,0.5,"sgd,  identity, 15, 15"
sgd, identity,15,15, off, class4,0.365034169,0.331818182,"sgd,  identity, 15, 15"
sgd, identity,15,25, on, class1,0.911161731,0.902272727,"sgd,  identity, 15, 25"
sgd, identity,15,25, on, class2,0.711275626,0.718181818,"sgd,  identity, 15, 25"
sgd, identity,15,25, on, class3,0.492596811,0.493181818,"sgd,  identity, 15, 25"
sgd, identity,15,25, on, class4,0.368451025,0.35,"sgd,  identity, 15, 25"
sgd, identity,15,25, off, class1,0.906605923,0.918181818,"sgd,  identity, 15, 25"
sgd, identity,15,25, off, class2,0.719817768,0.702272727,"sgd,  identity, 15, 25"
sgd, identity,15,25, off, class3,0.518223235,0.447727273,"sgd,  identity, 15, 25"
sgd, identity,15,25, off, class4,0.394077449,0.320454545,"sgd,  identity, 15, 25"
sgd, identity,15,30, on, class1,0.910022779,0.904545455,"sgd,  identity, 15, 30"
sgd, identity,15,30, on, class2,0.722095672,0.711363636,"sgd,  identity, 15, 30"
sgd, identity,15,30, on, class3,0.501138952,0.502272727,"sgd,  identity, 15, 30"
sgd, identity,15,30, on, class4,0.377562642,0.334090909,"sgd,  identity, 15, 30"
sgd, identity,15,30, off, class1,0.906605923,0.918181818,"sgd,  identity, 15, 30"
sgd, identity,15,30, off, class2,0.698747153,0.745454545,"sgd,  identity, 15, 30"
sgd, identity,15,30, off, class3,0.503986333,0.493181818,"sgd,  identity, 15, 30"
sgd, identity,15,30, off, class4,0.387813212,0.334090909,"sgd,  identity, 15, 30"
sgd, identity,15,40, on, class1,0.90546697,0.922727273,"sgd,  identity, 15, 40"
sgd, identity,15,40, on, class2,0.709567198,0.702272727,"sgd,  identity, 15, 40"
sgd, identity,15,40, on, class3,0.509111617,0.472727273,"sgd,  identity, 15, 40"
sgd, identity,15,40, on, class4,0.398063781,0.361363636,"sgd,  identity, 15, 40"
sgd, identity,15,40, off, class1,0.903189066,0.929545455,"sgd,  identity, 15, 40"
sgd, identity,15,40, off, class2,0.70785877,0.697727273,"sgd,  identity, 15, 40"
sgd, identity,15,40, off, class3,0.494874715,0.5,"sgd,  identity, 15, 40"
sgd, identity,15,40, off, class4,0.368451025,0.359090909,"sgd,  identity, 15, 40"
sgd, identity,25,1, on, class1,0.910022779,0.904545455,"sgd,  identity, 25, 1"
sgd, identity,25,1, on, class2,0.6976082,0.695454545,"sgd,  identity, 25, 1"
sgd, identity,25,1, on, class3,0.451594533,0.484090909,"sgd,  identity, 25, 1"
sgd, identity,25,1, on, class4,0.230068337,0.213636364,"sgd,  identity, 25, 1"
sgd, identity,25,1, off, class1,0.904897494,0.922727273,"sgd,  identity, 25, 1"
sgd, identity,25,1, off, class2,0.715261959,0.704545455,"sgd,  identity, 25, 1"
sgd, identity,25,1, off, class3,0.472665148,0.506818182,"sgd,  identity, 25, 1"
sgd, identity,25,1, off, class4,0.174259681,0.193181818,"sgd,  identity, 25, 1"
sgd, identity,25,15, on, class1,0.906605923,0.913636364,"sgd,  identity, 25, 15"
sgd, identity,25,15, on, class2,0.718109339,0.7,"sgd,  identity, 25, 15"
sgd, identity,25,15, on, class3,0.515375854,0.45,"sgd,  identity, 25, 15"
sgd, identity,25,15, on, class4,0.376993166,0.322727273,"sgd,  identity, 25, 15"
sgd, identity,25,15, off, class1,0.90546697,0.920454545,"sgd,  identity, 25, 15"
sgd, identity,25,15, off, class2,0.715261959,0.695454545,"sgd,  identity, 25, 15"
sgd, identity,25,15, off, class3,0.511389522,0.45,"sgd,  identity, 25, 15"
sgd, identity,25,15, off, class4,0.371867882,0.365909091,"sgd,  identity, 25, 15"
sgd, identity,25,25, on, class1,0.912870159,0.893181818,"sgd,  identity, 25, 25"
sgd, identity,25,25, on, class2,0.720387244,0.734090909,"sgd,  identity, 25, 25"
sgd, identity,25,25, on, class3,0.49715262,0.497727273,"sgd,  identity, 25, 25"
sgd, identity,25,25, on, class4,0.384396355,0.359090909,"sgd,  identity, 25, 25"
sgd, identity,25,25, off, class1,0.912300683,0.893181818,"sgd,  identity, 25, 25"
sgd, identity,25,25, off, class2,0.6976082,0.75,"sgd,  identity, 25, 25"
sgd, identity,25,25, off, class3,0.507972665,0.465909091,"sgd,  identity, 25, 25"
sgd, identity,25,25, off, class4,0.384965831,0.354545455,"sgd,  identity, 25, 25"
sgd, identity,25,30, on, class1,0.911161731,0.902272727,"sgd,  identity, 25, 30"
sgd, identity,25,30, on, class2,0.725512528,0.679545455,"sgd,  identity, 25, 30"
sgd, identity,25,30, on, class3,0.510250569,0.477272727,"sgd,  identity, 25, 30"
sgd, identity,25,30, on, class4,0.391799544,0.302272727,"sgd,  identity, 25, 30"
sgd, identity,25,30, off, class1,0.914009112,0.888636364,"sgd,  identity, 25, 30"
sgd, identity,25,30, off, class2,0.716400911,0.690909091,"sgd,  identity, 25, 30"
sgd, identity,25,30, off, class3,0.522779043,0.429545455,"sgd,  identity, 25, 30"
sgd, identity,25,30, off, class4,0.381548975,0.370454545,"sgd,  identity, 25, 30"
sgd, identity,25,40, on, class1,0.908883827,0.911363636,"sgd,  identity, 25, 40"
sgd, identity,25,40, on, class2,0.728359909,0.697727273,"sgd,  identity, 25, 40"
sgd, identity,25,40, on, class3,0.498291572,0.495454545,"sgd,  identity, 25, 40"
sgd, identity,25,40, on, class4,0.382118451,0.365909091,"sgd,  identity, 25, 40"
sgd, identity,25,40, off, class1,0.908314351,0.906818182,"sgd,  identity, 25, 40"
sgd, identity,25,40, off, class2,0.714123007,0.684090909,"sgd,  identity, 25, 40"
sgd, identity,25,40, off, class3,0.499430524,0.479545455,"sgd,  identity, 25, 40"
sgd, identity,25,40, off, class4,0.373006834,0.388636364,"sgd,  identity, 25, 40"
sgd, identity,30,1, on, class1,0.913439636,0.884090909,"sgd,  identity, 30, 1"
sgd, identity,30,1, on, class2,0.715831435,0.695454545,"sgd,  identity, 30, 1"
sgd, identity,30,1, on, class3,0.485193622,0.427272727,"sgd,  identity, 30, 1"
sgd, identity,30,1, on, class4,0.212414579,0.181818182,"sgd,  identity, 30, 1"
sgd, identity,30,1, off, class1,0.907744875,0.913636364,"sgd,  identity, 30, 1"
sgd, identity,30,1, off, class2,0.715831435,0.704545455,"sgd,  identity, 30, 1"
sgd, identity,30,1, off, class3,0.473234624,0.488636364,"sgd,  identity, 30, 1"
sgd, identity,30,1, off, class4,0.231776765,0.195454545,"sgd,  identity, 30, 1"
sgd, identity,30,15, on, class1,0.911161731,0.897727273,"sgd,  identity, 30, 15"
sgd, identity,30,15, on, class2,0.703872437,0.704545455,"sgd,  identity, 30, 15"
sgd, identity,30,15, on, class3,0.494874715,0.522727273,"sgd,  identity, 30, 15"
sgd, identity,30,15, on, class4,0.37357631,0.363636364,"sgd,  identity, 30, 15"
sgd, identity,30,15, off, class1,0.906605923,0.918181818,"sgd,  identity, 30, 15"
sgd, identity,30,15, off, class2,0.714123007,0.693181818,"sgd,  identity, 30, 15"
sgd, identity,30,15, off, class3,0.495444191,0.511363636,"sgd,  identity, 30, 15"
sgd, identity,30,15, off, class4,0.380979499,0.359090909,"sgd,  identity, 30, 15"
sgd, identity,30,25, on, class1,0.911161731,0.9,"sgd,  identity, 30, 25"
sgd, identity,30,25, on, class2,0.728359909,0.670454545,"sgd,  identity, 30, 25"
sgd, identity,30,25, on, class3,0.506833713,0.479545455,"sgd,  identity, 30, 25"
sgd, identity,30,25, on, class4,0.387813212,0.336363636,"sgd,  identity, 30, 25"
sgd, identity,30,25, off, class1,0.909453303,0.906818182,"sgd,  identity, 30, 25"
sgd, identity,30,25, off, class2,0.703302961,0.754545455,"sgd,  identity, 30, 25"
sgd, identity,30,25, off, class3,0.510820046,0.452272727,"sgd,  identity, 30, 25"
sgd, identity,30,25, off, class4,0.380979499,0.381818182,"sgd,  identity, 30, 25"
sgd, identity,30,30, on, class1,0.911161731,0.9,"sgd,  identity, 30, 30"
sgd, identity,30,30, on, class2,0.708428246,0.725,"sgd,  identity, 30, 30"
sgd, identity,30,30, on, class3,0.505694761,0.506818182,"sgd,  identity, 30, 30"
sgd, identity,30,30, on, class4,0.393507973,0.331818182,"sgd,  identity, 30, 30"
sgd, identity,30,30, off, class1,0.909453303,0.906818182,"sgd,  identity, 30, 30"
sgd, identity,30,30, off, class2,0.714123007,0.695454545,"sgd,  identity, 30, 30"
sgd, identity,30,30, off, class3,0.499430524,0.490909091,"sgd,  identity, 30, 30"
sgd, identity,30,30, off, class4,0.387813212,0.345454545,"sgd,  identity, 30, 30"
sgd, identity,30,40, on, class1,0.907744875,0.915909091,"sgd,  identity, 30, 40"
sgd, identity,30,40, on, class2,0.714692483,0.706818182,"sgd,  identity, 30, 40"
sgd, identity,30,40, on, class3,0.506833713,0.456818182,"sgd,  identity, 30, 40"
sgd, identity,30,40, on, class4,0.388382688,0.325,"sgd,  identity, 30, 40"
sgd, identity,30,40, off, class1,0.904328018,0.929545455,"sgd,  identity, 30, 40"
sgd, identity,30,40, off, class2,0.712414579,0.725,"sgd,  identity, 30, 40"
sgd, identity,30,40, off, class3,0.507972665,0.486363636,"sgd,  identity, 30, 40"
sgd, identity,30,40, off, class4,0.382687927,0.35,"sgd,  identity, 30, 40"
sgd, identity,40,1, on, class1,0.912300683,0.895454545,"sgd,  identity, 40, 1"
sgd, identity,40,1, on, class2,0.702733485,0.709090909,"sgd,  identity, 40, 1"
sgd, identity,40,1, on, class3,0.461845103,0.447727273,"sgd,  identity, 40, 1"
sgd, identity,40,1, on, class4,0.206150342,0.195454545,"sgd,  identity, 40, 1"
sgd, identity,40,1, off, class1,0.907744875,0.913636364,"sgd,  identity, 40, 1"
sgd, identity,40,1, off, class2,0.683940774,0.727272727,"sgd,  identity, 40, 1"
sgd, identity,40,1, off, class3,0.476651481,0.461363636,"sgd,  identity, 40, 1"
sgd, identity,40,1, off, class4,0.184510251,0.163636364,"sgd,  identity, 40, 1"
sgd, identity,40,15, on, class1,0.907744875,0.915909091,"sgd,  identity, 40, 15"
sgd, identity,40,15, on, class2,0.713553531,0.727272727,"sgd,  identity, 40, 15"
sgd, identity,40,15, on, class3,0.503986333,0.513636364,"sgd,  identity, 40, 15"
sgd, identity,40,15, on, class4,0.392369021,0.304545455,"sgd,  identity, 40, 15"
sgd, identity,40,15, off, class1,0.906036446,0.922727273,"sgd,  identity, 40, 15"
sgd, identity,40,15, off, class2,0.723234624,0.695454545,"sgd,  identity, 40, 15"
sgd, identity,40,15, off, class3,0.507972665,0.502272727,"sgd,  identity, 40, 15"
sgd, identity,40,15, off, class4,0.378132118,0.354545455,"sgd,  identity, 40, 15"
sgd, identity,40,25, on, class1,0.906605923,0.915909091,"sgd,  identity, 40, 25"
sgd, identity,40,25, on, class2,0.710136674,0.722727273,"sgd,  identity, 40, 25"
sgd, identity,40,25, on, class3,0.501138952,0.488636364,"sgd,  identity, 40, 25"
sgd, identity,40,25, on, class4,0.379271071,0.345454545,"sgd,  identity, 40, 25"
sgd, identity,40,25, off, class1,0.90546697,0.925,"sgd,  identity, 40, 25"
sgd, identity,40,25, off, class2,0.722665148,0.706818182,"sgd,  identity, 40, 25"
sgd, identity,40,25, off, class3,0.507972665,0.468181818,"sgd,  identity, 40, 25"
sgd, identity,40,25, off, class4,0.39977221,0.359090909,"sgd,  identity, 40, 25"
sgd, identity,40,30, on, class1,0.904328018,0.929545455,"sgd,  identity, 40, 30"
sgd, identity,40,30, on, class2,0.714692483,0.709090909,"sgd,  identity, 40, 30"
sgd, identity,40,30, on, class3,0.501708428,0.493181818,"sgd,  identity, 40, 30"
sgd, identity,40,30, on, class4,0.386104784,0.343181818,"sgd,  identity, 40, 30"
sgd, identity,40,30, off, class1,0.907744875,0.913636364,"sgd,  identity, 40, 30"
sgd, identity,40,30, off, class2,0.721526196,0.652272727,"sgd,  identity, 40, 30"
sgd, identity,40,30, off, class3,0.502277904,0.495454545,"sgd,  identity, 40, 30"
sgd, identity,40,30, off, class4,0.371867882,0.345454545,"sgd,  identity, 40, 30"
sgd, identity,40,40, on, class1,0.917425968,0.875,"sgd,  identity, 40, 40"
sgd, identity,40,40, on, class2,0.716400911,0.679545455,"sgd,  identity, 40, 40"
sgd, identity,40,40, on, class3,0.50284738,0.490909091,"sgd,  identity, 40, 40"
sgd, identity,40,40, on, class4,0.402050114,0.368181818,"sgd,  identity, 40, 40"
sgd, identity,40,40, off, class1,0.907175399,0.915909091,"sgd,  identity, 40, 40"
sgd, identity,40,40, off, class2,0.725512528,0.688636364,"sgd,  identity, 40, 40"
sgd, identity,40,40, off, class3,0.503416856,0.5,"sgd,  identity, 40, 40"
sgd, identity,40,40, off, class4,0.40261959,0.315909091,"sgd,  identity, 40, 40"
sgd, logistic,15,1, on, class1,0.908314351,0.911363636,"sgd,  logistic, 15, 1"
sgd, logistic,15,1, on, class2,0.553530752,0.509090909,"sgd,  logistic, 15, 1"
sgd, logistic,15,1, on, class3,0.451025057,0.463636364,"sgd,  logistic, 15, 1"
sgd, logistic,15,1, on, class4,0.088268793,0.104545455,"sgd,  logistic, 15, 1"
sgd, logistic,15,1, off, class1,0.90546697,0.922727273,"sgd,  logistic, 15, 1"
sgd, logistic,15,1, off, class2,0.543849658,0.547727273,"sgd,  logistic, 15, 1"
sgd, logistic,15,1, off, class3,0.446469248,0.481818182,"sgd,  logistic, 15, 1"
sgd, logistic,15,1, off, class4,0.092255125,0.086363636,"sgd,  logistic, 15, 1"
sgd, logistic,15,15, on, class1,0.911731207,0.897727273,"sgd,  logistic, 15, 15"
sgd, logistic,15,15, on, class2,0.548974943,0.527272727,"sgd,  logistic, 15, 15"
sgd, logistic,15,15, on, class3,0.457289294,0.438636364,"sgd,  logistic, 15, 15"
sgd, logistic,15,15, on, class4,0.089977221,0.075,"sgd,  logistic, 15, 15"
sgd, logistic,15,15, off, class1,0.910022779,0.904545455,"sgd,  logistic, 15, 15"
sgd, logistic,15,15, off, class2,0.544419134,0.545454545,"sgd,  logistic, 15, 15"
sgd, logistic,15,15, off, class3,0.443621868,0.493181818,"sgd,  logistic, 15, 15"
sgd, logistic,15,15, off, class4,0.089977221,0.079545455,"sgd,  logistic, 15, 15"
sgd, logistic,15,25, on, class1,0.908314351,0.911363636,"sgd,  logistic, 15, 25"
sgd, logistic,15,25, on, class2,0.555808656,0.5,"sgd,  logistic, 15, 25"
sgd, logistic,15,25, on, class3,0.445899772,0.484090909,"sgd,  logistic, 15, 25"
sgd, logistic,15,25, on, class4,0.086560364,0.065909091,"sgd,  logistic, 15, 25"
sgd, logistic,15,25, off, class1,0.906036446,0.920454545,"sgd,  logistic, 15, 25"
sgd, logistic,15,25, off, class2,0.538724374,0.568181818,"sgd,  logistic, 15, 25"
sgd, logistic,15,25, off, class3,0.449316629,0.470454545,"sgd,  logistic, 15, 25"
sgd, logistic,15,25, off, class4,0.103644647,0.065909091,"sgd,  logistic, 15, 25"
sgd, logistic,15,30, on, class1,0.901480638,0.938636364,"sgd,  logistic, 15, 30"
sgd, logistic,15,30, on, class2,0.54498861,0.543181818,"sgd,  logistic, 15, 30"
sgd, logistic,15,30, on, class3,0.459567198,0.429545455,"sgd,  logistic, 15, 30"
sgd, logistic,15,30, on, class4,0.112756264,0.086363636,"sgd,  logistic, 15, 30"
sgd, logistic,15,30, off, class1,0.904897494,0.925,"sgd,  logistic, 15, 30"
sgd, logistic,15,30, off, class2,0.54214123,0.554545455,"sgd,  logistic, 15, 30"
sgd, logistic,15,30, off, class3,0.456150342,0.443181818,"sgd,  logistic, 15, 30"
sgd, logistic,15,30, off, class4,0.098519362,0.063636364,"sgd,  logistic, 15, 30"
sgd, logistic,15,40, on, class1,0.912300683,0.895454545,"sgd,  logistic, 15, 40"
sgd, logistic,15,40, on, class2,0.545558087,0.540909091,"sgd,  logistic, 15, 40"
sgd, logistic,15,40, on, class3,0.454441913,0.45,"sgd,  logistic, 15, 40"
sgd, logistic,15,40, on, class4,0.066628702,0.059090909,"sgd,  logistic, 15, 40"
sgd, logistic,15,40, off, class1,0.911161731,0.9,"sgd,  logistic, 15, 40"
sgd, logistic,15,40, off, class2,0.535307517,0.581818182,"sgd,  logistic, 15, 40"
sgd, logistic,15,40, off, class3,0.448177677,0.475,"sgd,  logistic, 15, 40"
sgd, logistic,15,40, off, class4,0.103644647,0.086363636,"sgd,  logistic, 15, 40"
sgd, logistic,25,1, on, class1,0.916287016,0.879545455,"sgd,  logistic, 25, 1"
sgd, logistic,25,1, on, class2,0.534738041,0.572727273,"sgd,  logistic, 25, 1"
sgd, logistic,25,1, on, class3,0.449886105,0.468181818,"sgd,  logistic, 25, 1"
sgd, logistic,25,1, on, class4,0.090546697,0.093181818,"sgd,  logistic, 25, 1"
sgd, logistic,25,1, off, class1,0.919134396,0.868181818,"sgd,  logistic, 25, 1"
sgd, logistic,25,1, off, class2,0.546697039,0.536363636,"sgd,  logistic, 25, 1"
sgd, logistic,25,1, off, class3,0.462414579,0.418181818,"sgd,  logistic, 25, 1"
sgd, logistic,25,1, off, class4,0.089977221,0.084090909,"sgd,  logistic, 25, 1"
sgd, logistic,25,15, on, class1,0.909453303,0.906818182,"sgd,  logistic, 25, 15"
sgd, logistic,25,15, on, class2,0.558656036,0.488636364,"sgd,  logistic, 25, 15"
sgd, logistic,25,15, on, class3,0.452733485,0.456818182,"sgd,  logistic, 25, 15"
sgd, logistic,25,15, on, class4,0.096810934,0.086363636,"sgd,  logistic, 25, 15"
sgd, logistic,25,15, off, class1,0.912300683,0.895454545,"sgd,  logistic, 25, 15"
sgd, logistic,25,15, off, class2,0.547266515,0.534090909,"sgd,  logistic, 25, 15"
sgd, logistic,25,15, off, class3,0.458428246,0.434090909,"sgd,  logistic, 25, 15"
sgd, logistic,25,15, off, class4,0.099658314,0.120454545,"sgd,  logistic, 25, 15"
sgd, logistic,25,25, on, class1,0.909453303,0.906818182,"sgd,  logistic, 25, 25"
sgd, logistic,25,25, on, class2,0.540432802,0.561363636,"sgd,  logistic, 25, 25"
sgd, logistic,25,25, on, class3,0.463553531,0.413636364,"sgd,  logistic, 25, 25"
sgd, logistic,25,25, on, class4,0.096241458,0.077272727,"sgd,  logistic, 25, 25"
sgd, logistic,25,25, off, class1,0.914009112,0.888636364,"sgd,  logistic, 25, 25"
sgd, logistic,25,25, off, class2,0.546697039,0.536363636,"sgd,  logistic, 25, 25"
sgd, logistic,25,25, off, class3,0.445330296,0.486363636,"sgd,  logistic, 25, 25"
sgd, logistic,25,25, off, class4,0.103075171,0.081818182,"sgd,  logistic, 25, 25"
sgd, logistic,25,30, on, class1,0.904897494,0.925,"sgd,  logistic, 25, 30"
sgd, logistic,25,30, on, class2,0.53929385,0.565909091,"sgd,  logistic, 25, 30"
sgd, logistic,25,30, on, class3,0.451594533,0.461363636,"sgd,  logistic, 25, 30"
sgd, logistic,25,30, on, class4,0.101366743,0.075,"sgd,  logistic, 25, 30"
sgd, logistic,25,30, off, class1,0.912300683,0.895454545,"sgd,  logistic, 25, 30"
sgd, logistic,25,30, off, class2,0.547835991,0.531818182,"sgd,  logistic, 25, 30"
sgd, logistic,25,30, off, class3,0.463553531,0.413636364,"sgd,  logistic, 25, 30"
sgd, logistic,25,30, off, class4,0.093394077,0.063636364,"sgd,  logistic, 25, 30"
sgd, logistic,25,40, on, class1,0.907744875,0.913636364,"sgd,  logistic, 25, 40"
sgd, logistic,25,40, on, class2,0.540432802,0.561363636,"sgd,  logistic, 25, 40"
sgd, logistic,25,40, on, class3,0.4476082,0.477272727,"sgd,  logistic, 25, 40"
sgd, logistic,25,40, on, class4,0.093394077,0.086363636,"sgd,  logistic, 25, 40"
sgd, logistic,25,40, off, class1,0.911731207,0.897727273,"sgd,  logistic, 25, 40"
sgd, logistic,25,40, off, class2,0.550683371,0.520454545,"sgd,  logistic, 25, 40"
sgd, logistic,25,40, off, class3,0.461845103,0.420454545,"sgd,  logistic, 25, 40"
sgd, logistic,25,40, off, class4,0.086560364,0.075,"sgd,  logistic, 25, 40"
sgd, logistic,30,1, on, class1,0.911731207,0.897727273,"sgd,  logistic, 30, 1"
sgd, logistic,30,1, on, class2,0.546127563,0.538636364,"sgd,  logistic, 30, 1"
sgd, logistic,30,1, on, class3,0.446469248,0.481818182,"sgd,  logistic, 30, 1"
sgd, logistic,30,1, on, class4,0.097949886,0.086363636,"sgd,  logistic, 30, 1"
sgd, logistic,30,1, off, class1,0.903758542,0.929545455,"sgd,  logistic, 30, 1"
sgd, logistic,30,1, off, class2,0.54498861,0.543181818,"sgd,  logistic, 30, 1"
sgd, logistic,30,1, off, class3,0.450455581,0.465909091,"sgd,  logistic, 30, 1"
sgd, logistic,30,1, off, class4,0.092255125,0.086363636,"sgd,  logistic, 30, 1"
sgd, logistic,30,15, on, class1,0.911731207,0.897727273,"sgd,  logistic, 30, 15"
sgd, logistic,30,15, on, class2,0.543280182,0.55,"sgd,  logistic, 30, 15"
sgd, logistic,30,15, on, class3,0.452733485,0.456818182,"sgd,  logistic, 30, 15"
sgd, logistic,30,15, on, class4,0.093394077,0.070454545,"sgd,  logistic, 30, 15"
sgd, logistic,30,15, off, class1,0.908883827,0.909090909,"sgd,  logistic, 30, 15"
sgd, logistic,30,15, off, class2,0.535876993,0.579545455,"sgd,  logistic, 30, 15"
sgd, logistic,30,15, off, class3,0.455580866,0.445454545,"sgd,  logistic, 30, 15"
sgd, logistic,30,15, off, class4,0.064350797,0.054545455,"sgd,  logistic, 30, 15"
sgd, logistic,30,25, on, class1,0.909453303,0.906818182,"sgd,  logistic, 30, 25"
sgd, logistic,30,25, on, class2,0.548974943,0.527272727,"sgd,  logistic, 30, 25"
sgd, logistic,30,25, on, class3,0.443621868,0.493181818,"sgd,  logistic, 30, 25"
sgd, logistic,30,25, on, class4,0.093963554,0.079545455,"sgd,  logistic, 30, 25"
