solver,activation,H1,H2,PCA,class,Tr,Ts
sgd, relu,30,30, off, class2,0.925398633,0.790909091
sgd, relu,30,30, off, class3,0.822892938,0.643181818
sgd, relu,30,30, off, class4,0.798974943,0.531818182
sgd, relu,40,30, on, class1,0.932232346,0.945454545
sgd, relu,40,30, on, class2,0.928246014,0.784090909
sgd, relu,40,30, on, class3,0.890660592,0.665909091
sgd, relu,40,30, on, class4,0.833143508,0.554545455
sgd, relu,40,30, off, class1,0.932232346,0.952272727
sgd, relu,40,30, off, class2,0.94191344,0.752272727
sgd, relu,40,30, off, class3,0.882687927,0.656818182
sgd, relu,40,30, off, class4,0.842824601,0.520454545
adam, tanh,15,30, on, class1,0.980068337,0.918181818
adam, tanh,15,30, on, class2,0.978929385,0.759090909
adam, tanh,15,30, on, class3,0.911161731,0.631818182
adam, tanh,15,30, on, class4,0.900341686,0.563636364
adam, tanh,15,30, off, class1,0.969817768,0.920454545
adam, tanh,15,30, off, class2,0.966970387,0.75
adam, tanh,15,30, off, class3,0.911161731,0.615909091
adam, tanh,15,30, off, class4,0.869589977,0.472727273
adam, tanh,25,30, on, class1,0.992027335,0.909090909
adam, tanh,25,30, on, class2,0.9476082,0.779545455
adam, tanh,25,30, on, class3,0.96070615,0.586363636
adam, tanh,25,30, on, class4,0.981776765,0.543181818
adam, tanh,25,30, off, class1,0.989749431,0.931818182
adam, tanh,25,30, off, class2,0.974943052,0.784090909
adam, tanh,25,30, off, class3,0.982915718,0.593181818
adam, tanh,25,30, off, class4,0.987471526,0.509090909
adam, tanh,30,30, on, class1,0.987471526,0.929545455
adam, tanh,30,30, on, class2,0.95785877,0.765909091
adam, tanh,30,30, on, class3,0.981207289,0.625
adam, tanh,30,30, on, class4,0.993735763,0.527272727
adam, tanh,30,30, off, class1,0.977220957,0.936363636
adam, tanh,30,30, off, class2,0.989179954,0.777272727
adam, tanh,30,30, off, class3,0.968678815,0.609090909
adam, tanh,30,30, off, class4,0.969817768,0.547727273
adam, tanh,40,30, on, class1,0.98690205,0.918181818
adam, tanh,40,30, on, class2,0.951594533,0.802272727
adam, tanh,40,30, on, class3,0.98405467,0.625
adam, tanh,40,30, on, class4,0.994305239,0.518181818
adam, tanh,40,30, off, class1,0.981207289,0.945454545
adam, tanh,40,30, off, class2,0.98405467,0.777272727
adam, tanh,40,30, off, class3,0.984624146,0.645454545
adam, tanh,40,30, off, class4,0.99715262,0.561363636
adam, relu,15,30, on, class1,0.992027335,0.929545455
adam, relu,15,30, on, class2,0.946469248,0.759090909
adam, relu,15,30, on, class3,0.85022779,0.627272727
adam, relu,15,30, on, class4,0.795558087,0.534090909
adam, relu,15,30, off, class1,0.996013667,0.925
adam, relu,15,30, off, class2,0.957289294,0.763636364
adam, relu,15,30, off, class3,0.867881549,0.604545455
adam, relu,15,30, off, class4,0.777334852,0.509090909
adam, relu,25,30, on, class1,0.999430524,0.931818182
adam, relu,25,30, on, class2,0.988610478,0.793181818
adam, relu,25,30, on, class3,0.923120729,0.609090909
adam, relu,25,30, on, class4,0.903758542,0.513636364
adam, relu,25,30, off, class1,1,0.913636364
adam, relu,25,30, off, class2,0.981207289,0.797727273
adam, relu,25,30, off, class3,0.941343964,0.640909091
adam, relu,25,30, off, class4,0.903758542,0.511363636
adam, relu,30,30, on, class1,0.995444191,0.927272727
adam, relu,30,30, on, class2,0.993166287,0.765909091
adam, relu,30,30, on, class3,0.921981777,0.647727273
adam, relu,30,30, on, class4,0.911161731,0.538636364
adam, relu,30,30, off, class1,1,0.940909091
adam, relu,30,30, off, class2,0.992596811,0.770454545
adam, relu,30,30, off, class3,0.941343964,0.704545455
adam, relu,30,30, off, class4,0.931093394,0.538636364
adam, relu,40,30, on, class1,0.998861048,0.938636364
adam, relu,40,30, on, class2,0.992027335,0.815909091
adam, relu,40,30, on, class3,0.980068337,0.647727273
adam, relu,40,30, on, class4,0.920273349,0.584090909
adam, relu,40,30, off, class1,0.993735763,0.938636364
adam, relu,40,30, off, class2,0.990318907,0.715909091
adam, relu,40,30, off, class3,0.980068337,0.647727273
adam, relu,40,30, off, class4,0.949316629,0.531818182
lbfgs, tanh,15,40, on, class1,1,0.897727273
lbfgs, tanh,15,40, on, class2,1,0.736363636
lbfgs, tanh,15,40, on, class3,1,0.577272727
lbfgs, tanh,15,40, on, class4,1,0.415909091
lbfgs, tanh,15,40, off, class1,1,0.909090909
lbfgs, tanh,15,40, off, class2,1,0.743181818
lbfgs, tanh,15,40, off, class3,1,0.572727273
lbfgs, tanh,15,40, off, class4,1,0.425
lbfgs, tanh,25,40, on, class1,1,0.927272727
lbfgs, tanh,25,40, on, class2,1,0.759090909
lbfgs, tanh,25,40, on, class3,1,0.568181818
lbfgs, tanh,25,40, on, class4,1,0.461363636
lbfgs, tanh,25,40, off, class1,1,0.947727273
lbfgs, tanh,25,40, off, class2,1,0.731818182
lbfgs, tanh,25,40, off, class3,1,0.609090909
lbfgs, tanh,25,40, off, class4,1,0.459090909
lbfgs, tanh,30,40, on, class1,1,0.906818182
lbfgs, tanh,30,40, on, class2,1,0.761363636
lbfgs, tanh,30,40, on, class3,1,0.625
lbfgs, tanh,30,40, on, class4,1,0.454545455
lbfgs, tanh,30,40, off, class1,1,0.904545455
lbfgs, tanh,30,40, off, class2,1,0.754545455
lbfgs, tanh,30,40, off, class3,1,0.611363636
lbfgs, tanh,30,40, off, class4,1,0.459090909
lbfgs, tanh,40,40, on, class1,1,0.915909091
lbfgs, tanh,40,40, on, class2,1,0.738636364
lbfgs, tanh,40,40, on, class3,1,0.602272727
lbfgs, tanh,40,40, on, class4,1,0.525
lbfgs, tanh,40,40, off, class1,1,0.904545455
lbfgs, tanh,40,40, off, class2,1,0.777272727
lbfgs, tanh,40,40, off, class3,1,0.654545455
lbfgs, tanh,40,40, off, class4,1,0.506818182
lbfgs, relu,15,40, on, class1,1,0.890909091
lbfgs, relu,15,40, on, class2,1,0.775
lbfgs, relu,15,40, on, class3,1,0.615909091
lbfgs, relu,15,40, on, class4,1,0.440909091
lbfgs, relu,15,40, off, class1,1,0.906818182
lbfgs, relu,15,40, off, class2,1,0.756818182
lbfgs, relu,15,40, off, class3,1,0.611363636
lbfgs, relu,15,40, off, class4,1,0.459090909
lbfgs, relu,25,40, on, class1,1,0.902272727
lbfgs, relu,25,40, on, class2,1,0.781818182
lbfgs, relu,25,40, on, class3,1,0.597727273
lbfgs, relu,25,40, on, class4,1,0.511363636
lbfgs, relu,25,40, off, class1,1,0.895454545
lbfgs, relu,25,40, off, class2,1,0.784090909
lbfgs, relu,25,40, off, class3,1,0.627272727
lbfgs, relu,25,40, off, class4,1,0.534090909
lbfgs, relu,30,40, on, class1,1,0.911363636
lbfgs, relu,30,40, on, class2,1,0.763636364
lbfgs, relu,30,40, on, class3,1,0.620454545
lbfgs, relu,30,40, on, class4,1,0.484090909
lbfgs, relu,30,40, off, class1,1,0.929545455
lbfgs, relu,30,40, off, class2,1,0.765909091
lbfgs, relu,30,40, off, class3,1,0.597727273
lbfgs, relu,30,40, off, class4,1,0.525
lbfgs, relu,40,40, on, class1,1,0.915909091
lbfgs, relu,40,40, on, class2,1,0.8
lbfgs, relu,40,40, on, class3,1,0.647727273
lbfgs, relu,40,40, on, class4,1,0.534090909
lbfgs, relu,40,40, off, class1,1,0.913636364
lbfgs, relu,40,40, off, class2,1,0.768181818
lbfgs, relu,40,40, off, class3,1,0.593181818
lbfgs, relu,40,40, off, class4,1,0.518181818
sgd, tanh,15,40, on, class1,0.913439636,0.890909091
sgd, tanh,15,40, on, class2,0.86332574,0.759090909
sgd, tanh,15,40, on, class3,0.80523918,0.652272727
sgd, tanh,15,40, on, class4,0.722665148,0.504545455
sgd, tanh,15,40, off, class1,0.910592255,0.904545455
sgd, tanh,15,40, off, class2,0.865603645,0.777272727
sgd, tanh,15,40, off, class3,0.776765376,0.654545455
sgd, tanh,15,40, off, class4,0.687927107,0.534090909
sgd, tanh,25,40, on, class1,0.910592255,0.902272727
sgd, tanh,25,40, on, class2,0.902050114,0.770454545
sgd, tanh,25,40, on, class3,0.839407745,0.609090909
sgd, tanh,25,40, on, class4,0.804669704,0.527272727
sgd, tanh,25,40, off, class1,0.907175399,0.915909091
sgd, tanh,25,40, off, class2,0.900911162,0.763636364
sgd, tanh,25,40, off, class3,0.876993166,0.684090909
sgd, tanh,25,40, off, class4,0.812642369,0.515909091
sgd, tanh,30,40, on, class1,0.917995444,0.9
sgd, tanh,30,40, on, class2,0.907744875,0.777272727
sgd, tanh,30,40, on, class3,0.887813212,0.606818182
sgd, tanh,30,40, on, class4,0.866173121,0.55
sgd, tanh,30,40, off, class1,0.915148064,0.884090909
sgd, tanh,30,40, off, class2,0.914009112,0.797727273
sgd, tanh,30,40, off, class3,0.883826879,0.634090909
sgd, tanh,30,40, off, class4,0.858769932,0.568181818
sgd, tanh,40,40, on, class1,0.909453303,0.925
sgd, tanh,40,40, on, class2,0.908314351,0.806818182
sgd, tanh,40,40, on, class3,0.888382688,0.675
sgd, tanh,40,40, on, class4,0.878701595,0.522727273
sgd, tanh,40,40, off, class1,0.907744875,0.915909091
sgd, tanh,40,40, off, class2,0.919134396,0.811363636
sgd, tanh,40,40, off, class3,0.874145786,0.684090909
sgd, tanh,40,40, off, class4,0.879840547,0.568181818
sgd, relu,15,40, on, class1,0.902050114,0.936363636
sgd, relu,15,40, on, class2,0.870159453,0.709090909
sgd, relu,15,40, on, class3,0.7761959,0.661363636
sgd, relu,15,40, on, class4,0.741457859,0.581818182
sgd, relu,15,40, off, class1,0.907175399,0.915909091
sgd, relu,15,40, off, class2,0.833712984,0.713636364
sgd, relu,15,40, off, class3,0.813211845,0.620454545
sgd, relu,15,40, off, class4,0.751708428,0.552272727
sgd, relu,25,40, on, class1,0.924829157,0.915909091
sgd, relu,25,40, on, class2,0.907175399,0.772727273
sgd, relu,25,40, on, class3,0.870159453,0.652272727
sgd, relu,25,40, on, class4,0.817767654,0.531818182
sgd, relu,25,40, off, class1,0.904328018,0.927272727
sgd, relu,25,40, off, class2,0.916856492,0.763636364
sgd, relu,25,40, off, class3,0.827448747,0.640909091
sgd, relu,25,40, off, class4,0.84738041,0.520454545
sgd, relu,30,40, on, class1,0.925968109,0.890909091
sgd, relu,30,40, on, class2,0.899202733,0.809090909
sgd, relu,30,40, on, class3,0.871298405,0.661363636
sgd, relu,30,40, on, class4,0.84738041,0.511363636
sgd, relu,30,40, off, class1,0.937357631,0.915909091
sgd, relu,30,40, off, class2,0.924259681,0.759090909
sgd, relu,30,40, off, class3,0.874715262,0.631818182
sgd, relu,30,40, off, class4,0.84453303,0.588636364
sgd, relu,40,40, on, class1,0.916856492,0.890909091
sgd, relu,40,40, on, class2,0.923120729,0.775
sgd, relu,40,40, on, class3,0.891799544,0.640909091
sgd, relu,40,40, on, class4,0.869589977,0.613636364
sgd, relu,40,40, off, class1,0.937357631,0.927272727
sgd, relu,40,40, off, class2,0.945330296,0.784090909
sgd, relu,40,40, off, class3,0.903189066,0.677272727
sgd, relu,40,40, off, class4,0.876993166,0.568181818
adam, tanh,15,40, on, class1,0.974943052,0.906818182
adam, tanh,15,40, on, class2,0.961845103,0.763636364
adam, tanh,15,40, on, class3,0.95785877,0.593181818
adam, tanh,15,40, on, class4,0.932801822,0.506818182
adam, tanh,15,40, off, class1,0.971526196,0.938636364
adam, tanh,15,40, off, class2,0.930523918,0.763636364
adam, tanh,15,40, off, class3,0.98405467,0.561363636
adam, tanh,15,40, off, class4,0.932232346,0.531818182
adam, tanh,25,40, on, class1,0.974373576,0.927272727
adam, tanh,25,40, on, class2,0.982346241,0.761363636
adam, tanh,25,40, on, class3,0.980637813,0.65
adam, tanh,25,40, on, class4,0.998291572,0.509090909
adam, tanh,25,40, off, class1,0.974943052,0.934090909
adam, tanh,25,40, off, class2,0.994305239,0.756818182
adam, tanh,25,40, off, class3,0.982346241,0.634090909
adam, tanh,25,40, off, class4,0.998861048,0.515909091
adam, tanh,30,40, on, class1,0.981207289,0.902272727
adam, tanh,30,40, on, class2,0.974943052,0.811363636
adam, tanh,30,40, on, class3,0.999430524,0.625
adam, tanh,30,40, on, class4,1,0.472727273
adam, tanh,30,40, off, class1,0.98405467,0.920454545
adam, tanh,30,40, off, class2,0.95785877,0.797727273
adam, tanh,30,40, off, class3,1,0.602272727
adam, tanh,30,40, off, class4,1,0.552272727
adam, tanh,40,40, on, class1,0.973234624,0.925
adam, tanh,40,40, on, class2,0.965261959,0.788636364
adam, tanh,40,40, on, class3,0.951025057,0.656818182
adam, tanh,40,40, on, class4,0.999430524,0.556818182
adam, tanh,40,40, off, class1,0.982915718,0.929545455
adam, tanh,40,40, off, class2,0.972095672,0.797727273
adam, tanh,40,40, off, class3,0.999430524,0.604545455
adam, tanh,40,40, off, class4,1,0.511363636
adam, relu,15,40, on, class1,0.988041002,0.927272727
adam, relu,15,40, on, class2,0.972095672,0.779545455
adam, relu,15,40, on, class3,0.870159453,0.622727273
adam, relu,15,40, on, class4,0.80808656,0.540909091
adam, relu,15,40, off, class1,0.993166287,0.938636364
adam, relu,15,40, off, class2,0.974373576,0.763636364
adam, relu,15,40, off, class3,0.89977221,0.645454545
adam, relu,15,40, off, class4,0.858200456,0.465909091
adam, relu,25,40, on, class1,0.997722096,0.922727273
adam, relu,25,40, on, class2,0.977790433,0.763636364
adam, relu,25,40, on, class3,0.945899772,0.665909091
adam, relu,25,40, on, class4,0.937927107,0.502272727
adam, relu,25,40, off, class1,0.99715262,0.931818182
adam, relu,25,40, off, class2,0.991457859,0.790909091
adam, relu,25,40, off, class3,0.948747153,0.661363636
adam, relu,25,40, off, class4,0.91856492,0.575
adam, relu,30,40, on, class1,0.998861048,0.947727273
adam, relu,30,40, on, class2,0.985763098,0.781818182
adam, relu,30,40, on, class3,0.925968109,0.693181818
adam, relu,30,40, on, class4,0.967539863,0.518181818
adam, relu,30,40, off, class1,0.997722096,0.920454545
adam, relu,30,40, off, class2,0.993735763,0.768181818
adam, relu,30,40, off, class3,0.952733485,0.645454545
adam, relu,30,40, off, class4,0.936788155,0.568181818
adam, relu,40,40, on, class1,0.999430524,0.918181818
adam, relu,40,40, on, class2,0.998291572,0.788636364
adam, relu,40,40, on, class3,0.966400911,0.618181818
adam, relu,40,40, on, class4,0.98405467,0.572727273
adam, relu,40,40, off, class1,0.999430524,0.934090909
adam, relu,40,40, off, class2,0.98690205,0.804545455
adam, relu,40,40, off, class3,0.922551253,0.654545455
adam, relu,40,40, off, class4,0.969817768,0.536363636
lbfgs, tanh,15,0, on, class1,1,0.872727273
lbfgs, tanh,15,0, on, class2,0.958428246,0.702272727
lbfgs, tanh,15,0, on, class3,0.772209567,0.561363636
lbfgs, tanh,15,0, on, class4,0.696469248,0.475
lbfgs, tanh,15,0, off, class1,0.998861048,0.895454545
lbfgs, tanh,15,0, off, class2,0.98690205,0.745454545
lbfgs, tanh,15,0, off, class3,0.785307517,0.597727273
lbfgs, tanh,15,0, off, class4,0.670842825,0.465909091
lbfgs, tanh,25,0, on, class1,1,0.918181818
lbfgs, tanh,25,0, on, class2,1,0.759090909
lbfgs, tanh,25,0, on, class3,0.966970387,0.543181818
lbfgs, tanh,25,0, on, class4,0.877562642,0.411363636
lbfgs, tanh,25,0, off, class1,1,0.934090909
lbfgs, tanh,25,0, off, class2,1,0.709090909
lbfgs, tanh,25,0, off, class3,0.946469248,0.559090909
lbfgs, tanh,25,0, off, class4,0.855922551,0.511363636
lbfgs, tanh,30,0, on, class1,1,0.934090909
lbfgs, tanh,30,0, on, class2,1,0.731818182
lbfgs, tanh,30,0, on, class3,1,0.547727273
lbfgs, tanh,30,0, on, class4,0.962414579,0.477272727
lbfgs, tanh,30,0, off, class1,1,0.922727273
lbfgs, tanh,30,0, off, class2,1,0.752272727
lbfgs, tanh,30,0, off, class3,1,0.55
lbfgs, tanh,30,0, off, class4,0.9738041,0.465909091
lbfgs, tanh,40,0, on, class1,1,0.902272727
lbfgs, tanh,40,0, on, class2,1,0.727272727
lbfgs, tanh,40,0, on, class3,1,0.547727273
lbfgs, tanh,40,0, on, class4,1,0.472727273
lbfgs, tanh,40,0, off, class1,1,0.915909091
lbfgs, tanh,40,0, off, class2,1,0.756818182
lbfgs, tanh,40,0, off, class3,1,0.55
lbfgs, tanh,40,0, off, class4,1,0.445454545
lbfgs, relu,15,0, on, class1,1,0.906818182
lbfgs, relu,15,0, on, class2,0.910022779,0.731818182
lbfgs, relu,15,0, on, class3,0.804100228,0.577272727
lbfgs, relu,15,0, on, class4,0.66571754,0.520454545
lbfgs, relu,15,0, off, class1,1,0.904545455
lbfgs, relu,15,0, off, class2,0.916287016,0.725
lbfgs, relu,15,0, off, class3,0.788724374,0.604545455
lbfgs, relu,15,0, off, class4,0.649202733,0.513636364
lbfgs, relu,25,0, on, class1,1,0.904545455
lbfgs, relu,25,0, on, class2,1,0.754545455
lbfgs, relu,25,0, on, class3,0.948177677,0.579545455
lbfgs, relu,25,0, on, class4,0.86047836,0.552272727
lbfgs, relu,25,0, off, class1,1,0.904545455
lbfgs, relu,25,0, off, class2,1,0.722727273
lbfgs, relu,25,0, off, class3,0.907175399,0.586363636
lbfgs, relu,25,0, off, class4,0.875284738,0.518181818
lbfgs, relu,30,0, on, class1,1,0.911363636
lbfgs, relu,30,0, on, class2,1,0.720454545
lbfgs, relu,30,0, on, class3,0.98690205,0.565909091
lbfgs, relu,30,0, on, class4,0.931093394,0.525
lbfgs, relu,30,0, off, class1,1,0.909090909
lbfgs, relu,30,0, off, class2,1,0.770454545
lbfgs, relu,30,0, off, class3,0.987471526,0.572727273
lbfgs, relu,30,0, off, class4,0.942482916,0.463636364
lbfgs, relu,40,0, on, class1,1,0.906818182
lbfgs, relu,40,0, on, class2,1,0.740909091
lbfgs, relu,40,0, on, class3,1,0.629545455
lbfgs, relu,40,0, on, class4,1,0.481818182
lbfgs, relu,40,0, off, class1,1,0.913636364
lbfgs, relu,40,0, off, class2,1,0.759090909
lbfgs, relu,40,0, off, class3,1,0.618181818
lbfgs, relu,40,0, off, class4,1,0.525
sgd, tanh,15,0, on, class1,0.910022779,0.904545455
sgd, tanh,15,0, on, class2,0.8023918,0.734090909
sgd, tanh,15,0, on, class3,0.656036446,0.565909091
sgd, tanh,15,0, on, class4,0.501138952,0.397727273
sgd, tanh,15,0, off, class1,0.90546697,0.925
sgd, tanh,15,0, off, class2,0.793849658,0.738636364
sgd, tanh,15,0, off, class3,0.629840547,0.556818182
sgd, tanh,15,0, off, class4,0.527334852,0.468181818
sgd, tanh,25,0, on, class1,0.903189066,0.929545455
sgd, tanh,25,0, on, class2,0.79498861,0.75
sgd, tanh,25,0, on, class3,0.69191344,0.631818182
sgd, tanh,25,0, on, class4,0.589407745,0.463636364
sgd, tanh,25,0, off, class1,0.911161731,0.895454545
sgd, tanh,25,0, off, class2,0.780182232,0.729545455
sgd, tanh,25,0, off, class3,0.656605923,0.588636364
sgd, tanh,25,0, off, class4,0.597949886,0.506818182
sgd, tanh,30,0, on, class1,0.911161731,0.9
sgd, tanh,30,0, on, class2,0.804100228,0.740909091
sgd, tanh,30,0, on, class3,0.702164009,0.629545455
sgd, tanh,30,0, on, class4,0.604214123,0.465909091
sgd, tanh,30,0, off, class1,0.906605923,0.918181818
sgd, tanh,30,0, off, class2,0.790432802,0.754545455
sgd, tanh,30,0, off, class3,0.69191344,0.634090909
sgd, tanh,30,0, off, class4,0.624145786,0.475
sgd, tanh,40,0, on, class1,0.906036446,0.913636364
sgd, tanh,40,0, on, class2,0.833143508,0.75
sgd, tanh,40,0, on, class3,0.737471526,0.606818182
sgd, tanh,40,0, on, class4,0.65261959,0.552272727
sgd, tanh,40,0, off, class1,0.910022779,0.906818182
sgd, tanh,40,0, off, class2,0.787585421,0.75
sgd, tanh,40,0, off, class3,0.734624146,0.6
sgd, tanh,40,0, off, class4,0.653758542,0.529545455
sgd, relu,15,0, on, class1,0.906605923,0.918181818
sgd, relu,15,0, on, class2,0.792710706,0.715909091
sgd, relu,15,0, on, class3,0.638382688,0.586363636
sgd, relu,15,0, on, class4,0.531321185,0.484090909
sgd, relu,15,0, off, class1,0.908314351,0.911363636
sgd, relu,15,0, off, class2,0.772209567,0.720454545
sgd, relu,15,0, off, class3,0.640660592,0.572727273
sgd, relu,15,0, off, class4,0.533029613,0.431818182
sgd, relu,25,0, on, class1,0.912870159,0.893181818
sgd, relu,25,0, on, class2,0.803530752,0.743181818
sgd, relu,25,0, on, class3,0.694191344,0.634090909
sgd, relu,25,0, on, class4,0.603075171,0.529545455
sgd, relu,25,0, off, class1,0.909453303,0.913636364
sgd, relu,25,0, off, class2,0.788154897,0.709090909
sgd, relu,25,0, off, class3,0.676537585,0.611363636
sgd, relu,25,0, off, class4,0.629840547,0.484090909
sgd, relu,30,0, on, class1,0.912300683,0.895454545
sgd, relu,30,0, on, class2,0.806378132,0.752272727
sgd, relu,30,0, on, class3,0.724943052,0.620454545
sgd, relu,30,0, on, class4,0.632687927,0.5
sgd, relu,30,0, off, class1,0.908883827,0.909090909
sgd, relu,30,0, off, class2,0.800113895,0.743181818
sgd, relu,30,0, off, class3,0.6976082,0.665909091
sgd, relu,30,0, off, class4,0.657175399,0.504545455
sgd, relu,40,0, on, class1,0.913439636,0.902272727
sgd, relu,40,0, on, class2,0.799544419,0.731818182
sgd, relu,40,0, on, class3,0.756264237,0.618181818
sgd, relu,40,0, on, class4,0.671981777,0.540909091
sgd, relu,40,0, off, class1,0.907175399,0.920454545
sgd, relu,40,0, off, class2,0.805808656,0.738636364
sgd, relu,40,0, off, class3,0.754555809,0.631818182
sgd, relu,40,0, off, class4,0.687357631,0.570454545
adam, tanh,15,0, on, class1,0.977790433,0.911363636
adam, tanh,15,0, on, class2,0.883826879,0.759090909
adam, tanh,15,0, on, class3,0.729498861,0.606818182
adam, tanh,15,0, on, class4,0.625284738,0.504545455
adam, tanh,15,0, off, class1,0.97095672,0.929545455
adam, tanh,15,0, off, class2,0.874715262,0.770454545
adam, tanh,15,0, off, class3,0.719248292,0.613636364
adam, tanh,15,0, off, class4,0.603644647,0.5
adam, tanh,25,0, on, class1,0.982346241,0.922727273
adam, tanh,25,0, on, class2,0.933940774,0.747727273
adam, tanh,25,0, on, class3,0.837699317,0.620454545
adam, tanh,25,0, on, class4,0.742027335,0.493181818
adam, tanh,25,0, off, class1,0.987471526,0.940909091
adam, tanh,25,0, off, class2,0.935079727,0.756818182
adam, tanh,25,0, off, class3,0.837699317,0.625
adam, tanh,25,0, off, class4,0.776765376,0.538636364
adam, tanh,30,0, on, class1,0.983485194,0.945454545
adam, tanh,30,0, on, class2,0.958428246,0.761363636
adam, tanh,30,0, on, class3,0.885535308,0.6
adam, tanh,30,0, on, class4,0.825740319,0.531818182
adam, tanh,30,0, off, class1,0.981207289,0.913636364
adam, tanh,30,0, off, class2,0.956719818,0.790909091
adam, tanh,30,0, off, class3,0.891799544,0.586363636
adam, tanh,30,0, off, class4,0.79214123,0.5
adam, tanh,40,0, on, class1,0.991457859,0.934090909
adam, tanh,40,0, on, class2,0.962414579,0.809090909
adam, tanh,40,0, on, class3,0.919134396,0.620454545
adam, tanh,40,0, on, class4,0.874715262,0.488636364
adam, tanh,40,0, off, class1,0.988610478,0.922727273
adam, tanh,40,0, off, class2,0.978359909,0.75
adam, tanh,40,0, off, class3,0.917995444,0.622727273
adam, tanh,40,0, off, class4,0.902050114,0.513636364
adam, relu,15,0, on, class1,0.959567198,0.938636364
adam, relu,15,0, on, class2,0.847949886,0.761363636
adam, relu,15,0, on, class3,0.701025057,0.618181818
adam, relu,15,0, on, class4,0.605353075,0.459090909
adam, relu,15,0, off, class1,0.953302961,0.938636364
adam, relu,15,0, off, class2,0.871298405,0.784090909
adam, relu,15,0, off, class3,0.70785877,0.590909091
adam, relu,15,0, off, class4,0.633257403,0.509090909
adam, relu,25,0, on, class1,0.980637813,0.927272727
adam, relu,25,0, on, class2,0.920842825,0.759090909
adam, relu,25,0, on, class3,0.810364465,0.622727273
adam, relu,25,0, on, class4,0.746013667,0.525
adam, relu,25,0, off, class1,0.973234624,0.922727273
adam, relu,25,0, off, class2,0.912300683,0.786363636
adam, relu,25,0, off, class3,0.841116173,0.643181818
adam, relu,25,0, off, class4,0.718678815,0.536363636
adam, relu,30,0, on, class1,0.987471526,0.918181818
adam, relu,30,0, on, class2,0.951025057,0.745454545
adam, relu,30,0, on, class3,0.841685649,0.640909091
adam, relu,30,0, on, class4,0.769362187,0.525
adam, relu,30,0, off, class1,0.983485194,0.915909091
adam, relu,30,0, off, class2,0.956150342,0.777272727
adam, relu,30,0, off, class3,0.855922551,0.559090909
adam, relu,30,0, off, class4,0.800113895,0.511363636
adam, relu,40,0, on, class1,0.987471526,0.913636364
adam, relu,40,0, on, class2,0.97095672,0.770454545
adam, relu,40,0, on, class3,0.896924829,0.627272727
adam, relu,40,0, on, class4,0.862186788,0.538636364
adam, relu,40,0, off, class1,0.988610478,0.938636364
adam, relu,40,0, off, class2,0.972095672,0.795454545
adam, relu,40,0, off, class3,0.908883827,0.640909091
adam, relu,40,0, off, class4,0.884396355,0.561363636
