solver, activation, hidden1, hidden1, PCA, class, training_accuracy, testing_accuracy
lbfgs, tanh,25, 15, on, class2, 1.0, 0.7659090909090909
lbfgs, tanh,25, 15, on, class3, 0.994874715261959, 0.4863636363636364
lbfgs, tanh,25, 15, on, class4, 0.9646924829157175, 0.36363636363636365
lbfgs, tanh,25, 15, off, class1, 1.0, 0.9204545454545454
lbfgs, tanh,25, 15, off, class2, 1.0, 0.8386363636363636
lbfgs, tanh,25, 15, off, class3, 0.9755125284738041, 0.5477272727272727
lbfgs, tanh,25, 15, off, class4, 0.9669703872437357, 0.42727272727272725
lbfgs, tanh,25, 25, on, class1, 1.0, 0.9068181818181819
lbfgs, tanh,25, 25, on, class2, 1.0, 0.7568181818181818
lbfgs, tanh,25, 25, on, class3, 1.0, 0.48863636363636365
lbfgs, tanh,25, 25, on, class4, 1.0, 0.41363636363636364
lbfgs, tanh,25, 25, off, class1, 1.0, 0.9
lbfgs, tanh,25, 25, off, class2, 1.0, 0.7977272727272727
lbfgs, tanh,25, 25, off, class3, 1.0, 0.5727272727272728
lbfgs, tanh,25, 25, off, class4, 1.0, 0.3840909090909091
lbfgs, tanh,25, 30, on, class1, 1.0, 0.8863636363636364
lbfgs, tanh,25, 30, on, class2, 1.0, 0.7886363636363637
lbfgs, tanh,25, 30, on, class3, 1.0, 0.5272727272727272
lbfgs, tanh,25, 30, on, class4, 1.0, 0.43636363636363634
lbfgs, tanh,25, 30, off, class1, 1.0, 0.8795454545454545
lbfgs, tanh,25, 30, off, class2, 1.0, 0.7818181818181819
lbfgs, tanh,25, 30, off, class3, 1.0, 0.5590909090909091
lbfgs, tanh,25, 30, off, class4, 1.0, 0.42045454545454547
lbfgs, tanh,25, 40, on, class1, 1.0, 0.8704545454545455
lbfgs, tanh,25, 40, on, class2, 1.0, 0.7886363636363637
lbfgs, tanh,25, 40, on, class3, 1.0, 0.5227272727272727
lbfgs, tanh,25, 40, on, class4, 1.0, 0.46136363636363636
lbfgs, tanh,25, 40, off, class1, 1.0, 0.9113636363636364
lbfgs, tanh,25, 40, off, class2, 1.0, 0.7772727272727272
lbfgs, tanh,25, 40, off, class3, 1.0, 0.5704545454545454
lbfgs, tanh,25, 40, off, class4, 1.0, 0.4090909090909091
lbfgs, tanh,30, 1, on, class1, 0.9840546697038725, 0.8931818181818182
lbfgs, tanh,30, 1, on, class2, 0.9806378132118451, 0.7863636363636364
lbfgs, tanh,30, 1, on, class3, 0.8314350797266514, 0.4818181818181818
lbfgs, tanh,30, 1, on, class4, 0.5854214123006833, 0.2340909090909091
lbfgs, tanh,30, 1, off, class1, 0.9920273348519362, 0.9136363636363637
lbfgs, tanh,30, 1, off, class2, 0.9823462414578588, 0.8136363636363636
lbfgs, tanh,30, 1, off, class3, 0.857630979498861, 0.49318181818181817
lbfgs, tanh,30, 1, off, class4, 0.5677676537585421, 0.2636363636363636
lbfgs, tanh,30, 15, on, class1, 1.0, 0.9159090909090909
lbfgs, tanh,30, 15, on, class2, 1.0, 0.7840909090909091
lbfgs, tanh,30, 15, on, class3, 1.0, 0.5409090909090909
lbfgs, tanh,30, 15, on, class4, 0.9891799544419134, 0.3977272727272727
lbfgs, tanh,30, 15, off, class1, 1.0, 0.9204545454545454
lbfgs, tanh,30, 15, off, class2, 1.0, 0.8
lbfgs, tanh,30, 15, off, class3, 1.0, 0.5318181818181819
lbfgs, tanh,30, 15, off, class4, 0.9840546697038725, 0.4022727272727273
lbfgs, tanh,30, 25, on, class1, 1.0, 0.9204545454545454
lbfgs, tanh,30, 25, on, class2, 1.0, 0.8045454545454546
lbfgs, tanh,30, 25, on, class3, 1.0, 0.55
lbfgs, tanh,30, 25, on, class4, 1.0, 0.42727272727272725
lbfgs, tanh,30, 25, off, class1, 1.0, 0.8795454545454545
lbfgs, tanh,30, 25, off, class2, 1.0, 0.7977272727272727
lbfgs, tanh,30, 25, off, class3, 1.0, 0.5545454545454546
lbfgs, tanh,30, 25, off, class4, 1.0, 0.3977272727272727
lbfgs, tanh,30, 30, on, class1, 1.0, 0.8704545454545455
lbfgs, tanh,30, 30, on, class2, 1.0, 0.7795454545454545
lbfgs, tanh,30, 30, on, class3, 1.0, 0.5636363636363636
lbfgs, tanh,30, 30, on, class4, 1.0, 0.4113636363636364
lbfgs, tanh,30, 30, off, class1, 1.0, 0.9136363636363637
lbfgs, tanh,30, 30, off, class2, 1.0, 0.8
lbfgs, tanh,30, 30, off, class3, 1.0, 0.5886363636363636
lbfgs, tanh,30, 30, off, class4, 1.0, 0.4318181818181818
lbfgs, tanh,30, 40, on, class1, 1.0, 0.875
lbfgs, tanh,30, 40, on, class2, 1.0, 0.8045454545454546
lbfgs, tanh,30, 40, on, class3, 1.0, 0.5636363636363636
lbfgs, tanh,30, 40, on, class4, 1.0, 0.42045454545454547
lbfgs, tanh,30, 40, off, class1, 1.0, 0.9159090909090909
lbfgs, tanh,30, 40, off, class2, 1.0, 0.8181818181818182
lbfgs, tanh,30, 40, off, class3, 1.0, 0.625
lbfgs, tanh,30, 40, off, class4, 1.0, 0.4340909090909091
lbfgs, tanh,40, 1, on, class1, 0.9943052391799544, 0.8931818181818182
lbfgs, tanh,40, 1, on, class2, 0.9960136674259681, 0.7727272727272727
lbfgs, tanh,40, 1, on, class3, 0.9310933940774487, 0.43636363636363634
lbfgs, tanh,40, 1, on, class4, 0.6907744874715261, 0.25681818181818183
lbfgs, tanh,40, 1, off, class1, 0.9886104783599089, 0.9295454545454546
lbfgs, tanh,40, 1, off, class2, 0.9925968109339408, 0.8431818181818181
lbfgs, tanh,40, 1, off, class3, 0.9197038724373576, 0.4772727272727273
lbfgs, tanh,40, 1, off, class4, 0.7015945330296127, 0.2681818181818182
lbfgs, tanh,40, 15, on, class1, 1.0, 0.9045454545454545
lbfgs, tanh,40, 15, on, class2, 1.0, 0.759090909090909
lbfgs, tanh,40, 15, on, class3, 1.0, 0.5409090909090909
lbfgs, tanh,40, 15, on, class4, 1.0, 0.44545454545454544
lbfgs, tanh,40, 15, off, class1, 1.0, 0.8863636363636364
lbfgs, tanh,40, 15, off, class2, 1.0, 0.7931818181818182
lbfgs, tanh,40, 15, off, class3, 1.0, 0.5272727272727272
lbfgs, tanh,40, 15, off, class4, 0.9988610478359908, 0.4159090909090909
lbfgs, tanh,40, 25, on, class1, 1.0, 0.8636363636363636
lbfgs, tanh,40, 25, on, class2, 1.0, 0.7840909090909091
lbfgs, tanh,40, 25, on, class3, 1.0, 0.5568181818181818
lbfgs, tanh,40, 25, on, class4, 1.0, 0.4727272727272727
lbfgs, tanh,40, 25, off, class1, 1.0, 0.9045454545454545
lbfgs, tanh,40, 25, off, class2, 1.0, 0.7931818181818182
lbfgs, tanh,40, 25, off, class3, 1.0, 0.5681818181818182
lbfgs, tanh,40, 25, off, class4, 1.0, 0.44772727272727275
lbfgs, tanh,40, 30, on, class1, 1.0, 0.9068181818181819
lbfgs, tanh,40, 30, on, class2, 1.0, 0.7886363636363637
lbfgs, tanh,40, 30, on, class3, 1.0, 0.5704545454545454
lbfgs, tanh,40, 30, on, class4, 1.0, 0.42954545454545456
lbfgs, tanh,40, 30, off, class1, 1.0, 0.9090909090909091
lbfgs, tanh,40, 30, off, class2, 1.0, 0.7795454545454545
lbfgs, tanh,40, 30, off, class3, 1.0, 0.5772727272727273
lbfgs, tanh,40, 30, off, class4, 1.0, 0.45681818181818185
lbfgs, tanh,40, 40, on, class1, 1.0, 0.9090909090909091
lbfgs, tanh,40, 40, on, class2, 1.0, 0.7795454545454545
lbfgs, tanh,40, 40, on, class3, 1.0, 0.5704545454545454
lbfgs, tanh,40, 40, on, class4, 1.0, 0.48863636363636365
lbfgs, tanh,40, 40, off, class1, 1.0, 0.9022727272727272
lbfgs, tanh,40, 40, off, class2, 1.0, 0.8113636363636364
lbfgs, tanh,40, 40, off, class3, 1.0, 0.6181818181818182
lbfgs, tanh,40, 40, off, class4, 1.0, 0.45454545454545453
lbfgs, [3],15, 1, on, class1, 0.9681093394077449, 0.8886363636363637
lbfgs, [3],15, 1, on, class2, 0.5484054669703873, 0.5295454545454545
lbfgs, [3],15, 1, on, class3, 0.45045558086560367, 0.4659090909090909
lbfgs, [3],15, 1, on, class4, 0.27733485193621865, 0.18863636363636363
lbfgs, [3],15, 1, off, class1, 0.9066059225512528, 0.9181818181818182
lbfgs, [3],15, 1, off, class2, 0.9225512528473804, 0.7636363636363637
lbfgs, [3],15, 1, off, class3, 0.4498861047835991, 0.4681818181818182
lbfgs, [3],15, 1, off, class4, 0.2875854214123007, 0.19545454545454546
lbfgs, [3],15, 15, on, class1, 1.0, 0.8818181818181818
lbfgs, [3],15, 15, on, class2, 0.9977220956719818, 0.7909090909090909
lbfgs, [3],15, 15, on, class3, 0.784738041002278, 0.5590909090909091
lbfgs, [3],15, 15, on, class4, 0.7135535307517085, 0.4863636363636364
lbfgs, [3],15, 15, off, class1, 1.0, 0.8522727272727273
lbfgs, [3],15, 15, off, class2, 0.9840546697038725, 0.7681818181818182
lbfgs, [3],15, 15, off, class3, 0.8137813211845103, 0.575
lbfgs, [3],15, 15, off, class4, 0.7471526195899773, 0.44772727272727275
lbfgs, [3],15, 25, on, class1, 1.0, 0.9
lbfgs, [3],15, 25, on, class2, 1.0, 0.8
lbfgs, [3],15, 25, on, class3, 0.908883826879271, 0.5431818181818182
lbfgs, [3],15, 25, on, class4, 0.8542141230068337, 0.4727272727272727
lbfgs, [3],15, 25, off, class1, 1.0, 0.8772727272727273
lbfgs, [3],15, 25, off, class2, 1.0, 0.7954545454545454
lbfgs, [3],15, 25, off, class3, 0.8906605922551253, 0.5727272727272728
lbfgs, [3],15, 25, off, class4, 0.821753986332574, 0.4659090909090909
lbfgs, [3],15, 30, on, class1, 1.0, 0.8909090909090909
lbfgs, [3],15, 30, on, class2, 1.0, 0.7909090909090909
lbfgs, [3],15, 30, on, class3, 0.9219817767653758, 0.5409090909090909
lbfgs, [3],15, 30, on, class4, 0.8519362186788155, 0.46136363636363636
lbfgs, [3],15, 30, off, class1, 1.0, 0.9
lbfgs, [3],15, 30, off, class2, 1.0, 0.7545454545454545
lbfgs, [3],15, 30, off, class3, 0.9447608200455581, 0.5727272727272728
lbfgs, [3],15, 30, off, class4, 0.8764236902050114, 0.4909090909090909
lbfgs, [3],15, 40, on, class1, 1.0, 0.9
lbfgs, [3],15, 40, on, class2, 1.0, 0.8204545454545454
lbfgs, [3],15, 40, on, class3, 0.979498861047836, 0.5227272727272727
lbfgs, [3],15, 40, on, class4, 0.9316628701594533, 0.46136363636363636
lbfgs, [3],15, 40, off, class1, 1.0, 0.9113636363636364
lbfgs, [3],15, 40, off, class2, 1.0, 0.7931818181818182
lbfgs, [3],15, 40, off, class3, 0.9760820045558086, 0.5545454545454546
lbfgs, [3],15, 40, off, class4, 0.9373576309794989, 0.45227272727272727
lbfgs, [3],25, 1, on, class1, 0.912870159453303, 0.8931818181818182
lbfgs, [3],25, 1, on, class2, 0.9248291571753986, 0.7863636363636364
lbfgs, [3],25, 1, on, class3, 0.4550113895216401, 0.44772727272727275
lbfgs, [3],25, 1, on, class4, 0.4168564920273349, 0.2772727272727273
lbfgs, [3],25, 1, off, class1, 0.9994305239179955, 0.9113636363636364
lbfgs, [3],25, 1, off, class2, 0.9168564920273349, 0.7636363636363637
lbfgs, [3],25, 1, off, class3, 0.6053530751708428, 0.48863636363636365
lbfgs, [3],25, 1, off, class4, 0.30353075170842825, 0.22727272727272727
lbfgs, [3],25, 15, on, class1, 1.0, 0.8772727272727273
lbfgs, [3],25, 15, on, class2, 1.0, 0.725
lbfgs, [3],25, 15, on, class3, 0.9031890660592256, 0.5681818181818182
lbfgs, [3],25, 15, on, class4, 0.835990888382688, 0.4818181818181818
lbfgs, [3],25, 15, off, class1, 1.0, 0.8977272727272727
lbfgs, [3],25, 15, off, class2, 1.0, 0.775
lbfgs, [3],25, 15, off, class3, 0.9168564920273349, 0.6227272727272727
lbfgs, [3],25, 15, off, class4, 0.8804100227790432, 0.47045454545454546
lbfgs, [3],25, 25, on, class1, 1.0, 0.8977272727272727
lbfgs, [3],25, 25, on, class2, 1.0, 0.775
lbfgs, [3],25, 25, on, class3, 0.9903189066059226, 0.5931818181818181
lbfgs, [3],25, 25, on, class4, 0.9328018223234624, 0.45454545454545453
lbfgs, [3],25, 25, off, class1, 1.0, 0.9363636363636364
lbfgs, [3],25, 25, off, class2, 1.0, 0.775
lbfgs, [3],25, 25, off, class3, 1.0, 0.5590909090909091
lbfgs, [3],25, 25, off, class4, 0.9891799544419134, 0.5
lbfgs, [3],25, 30, on, class1, 1.0, 0.9090909090909091
lbfgs, [3],25, 30, on, class2, 1.0, 0.8022727272727272
lbfgs, [3],25, 30, on, class3, 0.9994305239179955, 0.5772727272727273
lbfgs, [3],25, 30, on, class4, 1.0, 0.4727272727272727
lbfgs, [3],25, 30, off, class1, 1.0, 0.9136363636363637
lbfgs, [3],25, 30, off, class2, 1.0, 0.7931818181818182
lbfgs, [3],25, 30, off, class3, 0.9931662870159453, 0.5477272727272727
lbfgs, [3],25, 30, off, class4, 0.9903189066059226, 0.47954545454545455
lbfgs, [3],25, 40, on, class1, 1.0, 0.9068181818181819
lbfgs, [3],25, 40, on, class2, 1.0, 0.8272727272727273
lbfgs, [3],25, 40, on, class3, 1.0, 0.6068181818181818
lbfgs, [3],25, 40, on, class4, 1.0, 0.49772727272727274
lbfgs, [3],25, 40, off, class1, 1.0, 0.8909090909090909
lbfgs, [3],25, 40, off, class2, 1.0, 0.7363636363636363
lbfgs, [3],25, 40, off, class3, 1.0, 0.5340909090909091
lbfgs, [3],25, 40, off, class4, 1.0, 0.475
lbfgs, [3],30, 1, on, class1, 0.9732346241457859, 0.8954545454545455
lbfgs, [3],30, 1, on, class2, 0.9817767653758542, 0.8
lbfgs, [3],30, 1, on, class3, 0.6469248291571754, 0.4909090909090909
lbfgs, [3],30, 1, on, class4, 0.332004555808656, 0.2727272727272727
lbfgs, [3],30, 1, off, class1, 0.9083143507972665, 0.9113636363636364
lbfgs, [3],30, 1, off, class2, 0.9772209567198178, 0.7954545454545454
lbfgs, [3],30, 1, off, class3, 0.6668564920273349, 0.509090909090909
lbfgs, [3],30, 1, off, class4, 0.37528473804100226, 0.19772727272727272
lbfgs, [3],30, 15, on, class1, 1.0, 0.8977272727272727
lbfgs, [3],30, 15, on, class2, 1.0, 0.75
lbfgs, [3],30, 15, on, class3, 0.9635535307517085, 0.55
lbfgs, [3],30, 15, on, class4, 0.8895216400911162, 0.4636363636363636
lbfgs, [3],30, 15, off, class1, 1.0, 0.8886363636363637
lbfgs, [3],30, 15, off, class2, 1.0, 0.7954545454545454
lbfgs, [3],30, 15, off, class3, 0.8980637813211845, 0.5727272727272728
lbfgs, [3],30, 15, off, class4, 0.9367881548974943, 0.4772727272727273
lbfgs, [3],30, 25, on, class1, 1.0, 0.8954545454545455
lbfgs, [3],30, 25, on, class2, 1.0, 0.7727272727272727
lbfgs, [3],30, 25, on, class3, 1.0, 0.5613636363636364
lbfgs, [3],30, 25, on, class4, 0.9994305239179955, 0.4909090909090909
lbfgs, [3],30, 25, off, class1, 1.0, 0.9022727272727272
lbfgs, [3],30, 25, off, class2, 1.0, 0.7636363636363637
lbfgs, [3],30, 25, off, class3, 1.0, 0.6090909090909091
lbfgs, [3],30, 25, off, class4, 1.0, 0.475
lbfgs, [3],30, 30, on, class1, 1.0, 0.9022727272727272
lbfgs, [3],30, 30, on, class2, 1.0, 0.8068181818181818
lbfgs, [3],30, 30, on, class3, 1.0, 0.5568181818181818
lbfgs, [3],30, 30, on, class4, 1.0, 0.5159090909090909
lbfgs, [3],30, 30, off, class1, 1.0, 0.884090909090909
lbfgs, [3],30, 30, off, class2, 1.0, 0.7795454545454545
lbfgs, [3],30, 30, off, class3, 1.0, 0.5363636363636364
lbfgs, [3],30, 30, off, class4, 1.0, 0.47954545454545455
lbfgs, [3],30, 40, on, class1, 1.0, 0.8863636363636364
lbfgs, [3],30, 40, on, class2, 1.0, 0.7545454545454545
lbfgs, [3],30, 40, on, class3, 1.0, 0.5772727272727273
lbfgs, [3],30, 40, on, class4, 1.0, 0.5204545454545455
lbfgs, [3],30, 40, off, class1, 1.0, 0.8977272727272727
lbfgs, [3],30, 40, off, class2, 1.0, 0.8204545454545454
lbfgs, [3],30, 40, off, class3, 1.0, 0.5863636363636363
lbfgs, [3],30, 40, off, class4, 1.0, 0.4727272727272727
lbfgs, [3],40, 1, on, class1, 0.9060364464692483, 0.9204545454545454
lbfgs, [3],40, 1, on, class2, 0.9965831435079726, 0.8068181818181818
lbfgs, [3],40, 1, on, class3, 0.5261958997722096, 0.425
lbfgs, [3],40, 1, on, class4, 0.09567198177676538, 0.07272727272727272
lbfgs, [3],40, 1, off, class1, 0.9111617312072893, 0.9
lbfgs, [3],40, 1, off, class2, 0.994874715261959, 0.7681818181818182
lbfgs, [3],40, 1, off, class3, 0.664009111617312, 0.5136363636363637
lbfgs, [3],40, 1, off, class4, 0.42425968109339407, 0.20454545454545456
lbfgs, [3],40, 15, on, class1, 1.0, 0.9090909090909091
lbfgs, [3],40, 15, on, class2, 1.0, 0.8318181818181818
lbfgs, [3],40, 15, on, class3, 0.9994305239179955, 0.5886363636363636
lbfgs, [3],40, 15, on, class4, 0.9675398633257403, 0.4909090909090909
lbfgs, [3],40, 15, off, class1, 1.0, 0.9113636363636364
lbfgs, [3],40, 15, off, class2, 0.9994305239179955, 0.8204545454545454
lbfgs, [3],40, 15, off, class3, 1.0, 0.5431818181818182
lbfgs, [3],40, 15, off, class4, 0.9851936218678815, 0.4772727272727273
lbfgs, [3],40, 25, on, class1, 1.0, 0.9022727272727272
lbfgs, [3],40, 25, on, class2, 1.0, 0.7977272727272727
lbfgs, [3],40, 25, on, class3, 1.0, 0.5795454545454546
lbfgs, [3],40, 25, on, class4, 1.0, 0.4431818181818182
lbfgs, [3],40, 25, off, class1, 1.0, 0.9022727272727272
lbfgs, [3],40, 25, off, class2, 1.0, 0.7863636363636364
lbfgs, [3],40, 25, off, class3, 1.0, 0.5795454545454546
lbfgs, [3],40, 25, off, class4, 1.0, 0.5068181818181818
lbfgs, [3],40, 30, on, class1, 1.0, 0.8886363636363637
lbfgs, [3],40, 30, on, class2, 1.0, 0.7818181818181819
lbfgs, [3],40, 30, on, class3, 1.0, 0.5886363636363636
lbfgs, [3],40, 30, on, class4, 1.0, 0.49318181818181817
lbfgs, [3],40, 30, off, class1, 1.0, 0.9136363636363637
lbfgs, [3],40, 30, off, class2, 1.0, 0.8
lbfgs, [3],40, 30, off, class3, 1.0, 0.5636363636363636
lbfgs, [3],40, 30, off, class4, 1.0, 0.49772727272727274
lbfgs, [3],40, 40, on, class1, 1.0, 0.8863636363636364
lbfgs, [3],40, 40, on, class2, 1.0, 0.7909090909090909
lbfgs, [3],40, 40, on, class3, 1.0, 0.615909090909091
lbfgs, [3],40, 40, on, class4, 1.0, 0.48409090909090907
lbfgs, [3],40, 40, off, class1, 1.0, 0.9
lbfgs, [3],40, 40, off, class2, 1.0, 0.7795454545454545
lbfgs, [3],40, 40, off, class3, 1.0, 0.5977272727272728
lbfgs, [3],40, 40, off, class4, 1.0, 0.475
sgd, identity,15, 1, on, class1, 0.907744874715262, 0.9090909090909091
sgd, identity,15, 1, on, class2, 0.7050113895216401, 0.7022727272727273
sgd, identity,15, 1, on, class3, 0.4869020501138952, 0.4409090909090909
sgd, identity,15, 1, on, class4, 0.22892938496583143, 0.17954545454545454
sgd, identity,15, 1, off, class1, 0.912870159453303, 0.8909090909090909
sgd, identity,15, 1, off, class2, 0.7067198177676538, 0.6931818181818182
sgd, identity,15, 1, off, class3, 0.47095671981776766, 0.4909090909090909
sgd, identity,15, 1, off, class4, 0.23291571753986332, 0.18636363636363637
sgd, identity,15, 15, on, class1, 0.9048974943052391, 0.9227272727272727
sgd, identity,15, 15, on, class2, 0.7181093394077449, 0.7045454545454546
sgd, identity,15, 15, on, class3, 0.49430523917995445, 0.5181818181818182
sgd, identity,15, 15, on, class4, 0.3895216400911162, 0.33181818181818185
sgd, identity,15, 15, off, class1, 0.9083143507972665, 0.9090909090909091
sgd, identity,15, 15, off, class2, 0.7101366742596811, 0.7295454545454545
sgd, identity,15, 15, off, class3, 0.4988610478359909, 0.5
sgd, identity,15, 15, off, class4, 0.36503416856492027, 0.33181818181818185
sgd, identity,15, 25, on, class1, 0.9111617312072893, 0.9022727272727272
sgd, identity,15, 25, on, class2, 0.7112756264236902, 0.7181818181818181
sgd, identity,15, 25, on, class3, 0.49259681093394075, 0.49318181818181817
sgd, identity,15, 25, on, class4, 0.3684510250569476, 0.35
sgd, identity,15, 25, off, class1, 0.9066059225512528, 0.9181818181818182
sgd, identity,15, 25, off, class2, 0.7198177676537585, 0.7022727272727273
sgd, identity,15, 25, off, class3, 0.5182232346241458, 0.44772727272727275
sgd, identity,15, 25, off, class4, 0.3940774487471526, 0.32045454545454544
sgd, identity,15, 30, on, class1, 0.9100227790432802, 0.9045454545454545
sgd, identity,15, 30, on, class2, 0.7220956719817767, 0.7113636363636363
sgd, identity,15, 30, on, class3, 0.5011389521640092, 0.5022727272727273
sgd, identity,15, 30, on, class4, 0.3775626423690205, 0.3340909090909091
sgd, identity,15, 30, off, class1, 0.9066059225512528, 0.9181818181818182
sgd, identity,15, 30, off, class2, 0.69874715261959, 0.7454545454545455
sgd, identity,15, 30, off, class3, 0.5039863325740319, 0.49318181818181817
sgd, identity,15, 30, off, class4, 0.3878132118451025, 0.3340909090909091
sgd, identity,15, 40, on, class1, 0.9054669703872438, 0.9227272727272727
sgd, identity,15, 40, on, class2, 0.7095671981776766, 0.7022727272727273
sgd, identity,15, 40, on, class3, 0.5091116173120729, 0.4727272727272727
sgd, identity,15, 40, on, class4, 0.39806378132118453, 0.3613636363636364
sgd, identity,15, 40, off, class1, 0.9031890660592256, 0.9295454545454546
sgd, identity,15, 40, off, class2, 0.7078587699316629, 0.6977272727272728
sgd, identity,15, 40, off, class3, 0.494874715261959, 0.5
sgd, identity,15, 40, off, class4, 0.3684510250569476, 0.35909090909090907
sgd, identity,25, 1, on, class1, 0.9100227790432802, 0.9045454545454545
sgd, identity,25, 1, on, class2, 0.6976082004555809, 0.6954545454545454
sgd, identity,25, 1, on, class3, 0.4515945330296128, 0.48409090909090907
sgd, identity,25, 1, on, class4, 0.23006833712984054, 0.21363636363636362
sgd, identity,25, 1, off, class1, 0.9048974943052391, 0.9227272727272727
sgd, identity,25, 1, off, class2, 0.715261958997722, 0.7045454545454546
sgd, identity,25, 1, off, class3, 0.47266514806378135, 0.5068181818181818
sgd, identity,25, 1, off, class4, 0.17425968109339407, 0.19318181818181818
sgd, identity,25, 15, on, class1, 0.9066059225512528, 0.9136363636363637
sgd, identity,25, 15, on, class2, 0.7181093394077449, 0.7
sgd, identity,25, 15, on, class3, 0.515375854214123, 0.45
sgd, identity,25, 15, on, class4, 0.37699316628701596, 0.32272727272727275
sgd, identity,25, 15, off, class1, 0.9054669703872438, 0.9204545454545454
sgd, identity,25, 15, off, class2, 0.715261958997722, 0.6954545454545454
sgd, identity,25, 15, off, class3, 0.5113895216400911, 0.45
sgd, identity,25, 15, off, class4, 0.37186788154897493, 0.3659090909090909
sgd, identity,25, 25, on, class1, 0.912870159453303, 0.8931818181818182
sgd, identity,25, 25, on, class2, 0.7203872437357631, 0.7340909090909091
sgd, identity,25, 25, on, class3, 0.4971526195899772, 0.49772727272727274
sgd, identity,25, 25, on, class4, 0.38439635535307515, 0.35909090909090907
sgd, identity,25, 25, off, class1, 0.9123006833712984, 0.8931818181818182
sgd, identity,25, 25, off, class2, 0.6976082004555809, 0.75
sgd, identity,25, 25, off, class3, 0.5079726651480638, 0.4659090909090909
sgd, identity,25, 25, off, class4, 0.38496583143507973, 0.35454545454545455
sgd, identity,25, 30, on, class1, 0.9111617312072893, 0.9022727272727272
sgd, identity,25, 30, on, class2, 0.7255125284738041, 0.6795454545454546
sgd, identity,25, 30, on, class3, 0.510250569476082, 0.4772727272727273
sgd, identity,25, 30, on, class4, 0.3917995444191344, 0.30227272727272725
sgd, identity,25, 30, off, class1, 0.914009111617312, 0.8886363636363637
sgd, identity,25, 30, off, class2, 0.7164009111617312, 0.6909090909090909
sgd, identity,25, 30, off, class3, 0.5227790432801822, 0.42954545454545456
sgd, identity,25, 30, off, class4, 0.3815489749430524, 0.3704545454545455
sgd, identity,25, 40, on, class1, 0.908883826879271, 0.9113636363636364
sgd, identity,25, 40, on, class2, 0.7283599088838268, 0.6977272727272728
sgd, identity,25, 40, on, class3, 0.4982915717539863, 0.4954545454545455
sgd, identity,25, 40, on, class4, 0.3821184510250569, 0.3659090909090909
sgd, identity,25, 40, off, class1, 0.9083143507972665, 0.9068181818181819
sgd, identity,25, 40, off, class2, 0.714123006833713, 0.6840909090909091
sgd, identity,25, 40, off, class3, 0.4994305239179954, 0.47954545454545455
sgd, identity,25, 40, off, class4, 0.37300683371298404, 0.3886363636363636
sgd, identity,30, 1, on, class1, 0.9134396355353075, 0.884090909090909
sgd, identity,30, 1, on, class2, 0.7158314350797267, 0.6954545454545454
sgd, identity,30, 1, on, class3, 0.48519362186788156, 0.42727272727272725
sgd, identity,30, 1, on, class4, 0.21241457858769933, 0.18181818181818182
sgd, identity,30, 1, off, class1, 0.907744874715262, 0.9136363636363637
sgd, identity,30, 1, off, class2, 0.7158314350797267, 0.7045454545454546
sgd, identity,30, 1, off, class3, 0.4732346241457859, 0.48863636363636365
sgd, identity,30, 1, off, class4, 0.2317767653758542, 0.19545454545454546
sgd, identity,30, 15, on, class1, 0.9111617312072893, 0.8977272727272727
sgd, identity,30, 15, on, class2, 0.7038724373576309, 0.7045454545454546
sgd, identity,30, 15, on, class3, 0.494874715261959, 0.5227272727272727
sgd, identity,30, 15, on, class4, 0.3735763097949886, 0.36363636363636365
sgd, identity,30, 15, off, class1, 0.9066059225512528, 0.9181818181818182
sgd, identity,30, 15, off, class2, 0.714123006833713, 0.6931818181818182
sgd, identity,30, 15, off, class3, 0.49544419134396356, 0.5113636363636364
sgd, identity,30, 15, off, class4, 0.3809794988610478, 0.35909090909090907
sgd, identity,30, 25, on, class1, 0.9111617312072893, 0.9
sgd, identity,30, 25, on, class2, 0.7283599088838268, 0.6704545454545454
sgd, identity,30, 25, on, class3, 0.5068337129840547, 0.47954545454545455
sgd, identity,30, 25, on, class4, 0.3878132118451025, 0.33636363636363636
sgd, identity,30, 25, off, class1, 0.9094533029612756, 0.9068181818181819
sgd, identity,30, 25, off, class2, 0.7033029612756264, 0.7545454545454545
sgd, identity,30, 25, off, class3, 0.5108200455580866, 0.45227272727272727
sgd, identity,30, 25, off, class4, 0.3809794988610478, 0.38181818181818183
sgd, identity,30, 30, on, class1, 0.9111617312072893, 0.9
sgd, identity,30, 30, on, class2, 0.7084282460136674, 0.725
sgd, identity,30, 30, on, class3, 0.5056947608200456, 0.5068181818181818
sgd, identity,30, 30, on, class4, 0.3935079726651481, 0.33181818181818185
sgd, identity,30, 30, off, class1, 0.9094533029612756, 0.9068181818181819
sgd, identity,30, 30, off, class2, 0.714123006833713, 0.6954545454545454
sgd, identity,30, 30, off, class3, 0.4994305239179954, 0.4909090909090909
sgd, identity,30, 30, off, class4, 0.3878132118451025, 0.34545454545454546
sgd, identity,30, 40, on, class1, 0.907744874715262, 0.9159090909090909
sgd, identity,30, 40, on, class2, 0.7146924829157175, 0.7068181818181818
sgd, identity,30, 40, on, class3, 0.5068337129840547, 0.45681818181818185
sgd, identity,30, 40, on, class4, 0.38838268792710706, 0.325
sgd, identity,30, 40, off, class1, 0.9043280182232346, 0.9295454545454546
sgd, identity,30, 40, off, class2, 0.7124145785876993, 0.725
